timeindex,A,B,C,D,E,F,G
2015-06-13T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.59
2015-06-13T03:00:00Z,0.03,0.03,0.02,0.00,0.01,0.01,-0.59
2015-06-13T04:00:00Z,-0.08,-0.02,-0.04,-0.08,-0.09,-0.09,-0.70
2015-06-13T05:00:00Z,-0.20,-0.17,-0.19,-0.20,-0.20,-0.20,-0.82
2015-06-13T06:00:00Z,-0.21,-0.19,-0.22,-0.21,-0.21,-0.21,-0.83
2015-06-13T07:00:00Z,-0.35,-0.34,-0.43,-0.33,-0.36,-0.36,-0.98
2015-06-13T08:00:00Z,-0.96,-0.94,-1.03,-0.33,-0.97,-0.58,-1.59
2015-06-13T09:00:00Z,-0.08,-0.08,-0.22,-0.08,-0.12,-0.12,-0.70
2015-06-13T10:00:00Z,-0.23,-0.23,-0.44,-0.23,-0.26,-0.26,-0.86
2015-06-13T11:00:00Z,-0.20,-0.20,-0.39,-0.20,-0.22,-0.22,-0.82
2015-06-13T12:00:00Z,-0.74,-0.73,-1.20,-0.33,-0.77,-0.58,-1.36
2015-06-13T13:00:00Z,-0.82,-0.82,-1.27,-0.33,-1.03,-0.58,-1.45
2015-06-13T14:00:00Z,-0.16,-0.16,-0.29,-0.16,-0.46,-0.46,-0.79
2015-06-13T15:00:00Z,0.14,0.12,0.02,0.00,0.02,0.00,-0.48
2015-06-13T16:00:00Z,-0.05,-0.04,-0.14,0.00,-0.09,-0.07,-0.68
2015-06-13T17:00:00Z,0.10,0.09,0.01,0.00,0.02,0.00,-0.52
2015-06-13T18:00:00Z,0.12,0.11,0.02,0.00,-0.21,-0.21,-0.50
2015-06-13T19:00:00Z,0.20,0.17,0.05,0.00,-0.22,-0.22,-0.42
2015-06-13T20:00:00Z,0.17,0.15,0.04,0.00,-0.35,-0.35,-0.46
2015-06-13T21:00:00Z,0.13,0.11,0.03,0.00,-0.43,-0.43,-0.50
2015-06-13T22:00:00Z,0.11,0.10,0.03,0.00,-0.36,-0.36,-0.51
2015-06-13T23:00:00Z,0.06,0.05,0.02,0.00,-0.22,-0.22,-0.57
2015-06-14T00:00:00Z,0.04,0.03,0.02,0.00,-0.08,-0.08,-0.59
2015-06-14T01:00:00Z,0.03,0.03,0.02,0.00,-0.08,-0.08,-0.59
2015-06-14T02:00:00Z,0.03,0.03,0.02,0.00,-0.09,-0.09,-0.59
2015-06-14T03:00:00Z,0.03,0.03,0.02,0.00,-0.02,-0.02,-0.59
2015-06-14T04:00:00Z,-0.03,0.01,-0.01,-0.03,-0.05,-0.05,-0.65
2015-06-14T05:00:00Z,-0.01,0.00,-0.02,-0.01,-0.11,-0.11,-0.64
2015-06-14T06:00:00Z,-0.27,-0.23,-0.26,-0.27,-0.38,-0.38,-0.89
2015-06-14T07:00:00Z,-0.26,-0.25,-0.34,-0.26,-0.43,-0.43,-0.89
2015-06-14T08:00:00Z,-0.43,-0.40,-0.49,-0.43,-0.70,-0.70,-1.04
2015-06-14T09:00:00Z,-0.61,-0.59,-0.71,-0.47,-0.88,-0.88,-1.24
2015-06-14T10:00:00Z,-0.41,-0.40,-0.52,-0.41,-0.65,-0.65,-1.03
2015-06-14T11:00:00Z,-0.89,-0.88,-1.35,-0.47,-1.15,-1.15,-1.51
2015-06-14T12:00:00Z,-0.68,-0.68,-1.10,-0.47,-0.94,-0.94,-1.32
2015-06-14T13:00:00Z,-0.88,-0.88,-1.35,-0.47,-1.19,-1.19,-1.52
2015-06-14T14:00:00Z,-0.43,-0.43,-0.68,-0.43,-0.74,-0.74,-1.05
2015-06-14T15:00:00Z,-0.29,-0.29,-0.47,-0.29,-0.69,-0.69,-0.90
2015-06-14T16:00:00Z,-0.32,-0.32,-0.50,-0.32,-0.64,-0.64,-0.93
2015-06-14T17:00:00Z,-0.08,-0.08,-0.16,-0.08,-0.24,-0.24,-0.70
2015-06-14T18:00:00Z,0.03,0.03,-0.01,0.00,-0.13,-0.13,-0.58
2015-06-14T19:00:00Z,0.09,0.09,0.00,0.00,-0.05,-0.05,-0.52
2015-06-14T20:00:00Z,0.13,0.11,0.05,0.00,0.01,0.00,-0.51
2015-06-14T21:00:00Z,0.10,0.09,0.03,0.00,0.02,0.00,-0.52
2015-06-14T22:00:00Z,0.10,0.09,0.03,0.00,0.06,0.00,-0.52
2015-06-14T23:00:00Z,0.06,0.05,0.02,0.00,0.03,0.00,-0.55
2015-06-15T00:00:00Z,0.04,0.04,0.02,0.00,0.01,0.00,-0.60
2015-06-15T01:00:00Z,0.03,0.03,0.02,0.00,0.02,0.00,-0.58
2015-06-15T02:00:00Z,0.03,0.03,0.02,0.00,0.02,0.00,-0.58
2015-06-15T03:00:00Z,0.03,0.03,0.02,0.00,0.02,0.00,-0.59
2015-06-15T04:00:00Z,-0.03,-0.01,-0.03,-0.03,-0.04,-0.04,-0.65
2015-06-15T05:00:00Z,-0.25,-0.22,-0.24,-0.25,-0.27,-0.27,-0.89
2015-06-15T06:00:00Z,-0.32,-0.30,-0.34,-0.32,-0.44,-0.44,-0.94
2015-06-15T07:00:00Z,-1.20,-1.18,-1.33,-1.20,-1.46,-1.46,-1.82
2015-06-15T08:00:00Z,-0.48,-0.48,-0.77,-0.48,-0.78,-0.78,-1.12
2015-06-15T09:00:00Z,-1.35,-1.35,-2.02,-1.35,-1.59,-1.59,-1.99
2015-06-15T10:00:00Z,-1.32,-1.32,-1.97,-1.32,-1.62,-1.62,-1.93
2015-06-15T11:00:00Z,-1.09,-1.09,-1.65,-1.09,-1.46,-1.46,-1.67
2015-06-15T12:00:00Z,-0.83,-0.83,-1.28,-0.83,-1.15,-1.15,-1.44
2015-06-15T13:00:00Z,-0.70,-0.70,-1.07,-0.70,-1.13,-1.13,-1.29
2015-06-15T14:00:00Z,-1.23,-1.22,-1.82,-1.23,-1.66,-1.66,-1.82
2015-06-15T15:00:00Z,-0.76,-0.76,-1.14,-0.76,-1.13,-1.13,-1.35
2015-06-15T16:00:00Z,-0.36,-0.36,-0.56,-0.36,-0.68,-0.68,-0.95
2015-06-15T17:00:00Z,-0.26,-0.26,-0.44,-0.26,-0.54,-0.54,-0.86
2015-06-15T18:00:00Z,-0.03,-0.03,-0.12,-0.03,-0.20,-0.20,-0.63
2015-06-15T19:00:00Z,0.15,0.13,0.01,0.00,0.00,0.00,-0.45
2015-06-15T20:00:00Z,0.17,0.15,0.05,0.00,0.10,0.00,-0.42
2015-06-15T21:00:00Z,0.13,0.11,0.03,0.00,0.08,0.00,-0.48
2015-06-15T22:00:00Z,0.11,0.09,0.03,0.00,0.06,0.00,-0.48
2015-06-15T23:00:00Z,0.07,0.06,0.02,0.00,0.03,0.00,-0.52
2015-06-16T00:00:00Z,0.04,0.04,0.02,0.00,0.01,0.00,-0.55
2015-06-16T01:00:00Z,0.03,0.03,0.02,0.00,0.02,0.00,-0.56
2015-06-16T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.00,-0.56
2015-06-16T03:00:00Z,0.02,0.03,0.01,0.00,0.02,0.00,-0.59
2015-06-16T04:00:00Z,0.01,0.02,0.00,0.00,0.00,0.00,-0.58
2015-06-16T05:00:00Z,-0.24,-0.20,-0.22,-0.24,-0.25,-0.25,-0.83
2015-06-16T06:00:00Z,-0.41,-0.38,-0.42,-0.41,-0.46,-0.46,-1.00
2015-06-16T07:00:00Z,-0.17,-0.16,-0.27,-0.17,-0.28,-0.28,-0.76
2015-06-16T08:00:00Z,-0.99,-0.97,-1.05,-0.99,-1.13,-1.13,-1.65
2015-06-16T09:00:00Z,-0.92,-0.91,-1.39,-0.92,-1.29,-1.29,-1.58
2015-06-16T10:00:00Z,-1.12,-1.12,-1.68,-1.12,-1.55,-1.55,-1.74
2015-06-16T11:00:00Z,-1.34,-1.34,-2.00,-1.34,-1.80,-1.80,-1.94
2015-06-16T12:00:00Z,-1.84,-1.84,-2.74,-1.41,-2.28,-2.12,-2.45
2015-06-16T13:00:00Z,-1.02,-1.02,-1.53,-1.02,-1.51,-1.51,-1.62
2015-06-16T14:00:00Z,-1.71,-1.71,-2.52,-1.41,-2.15,-2.12,-2.29
2015-06-16T15:00:00Z,-1.17,-1.17,-1.74,-1.17,-1.47,-1.47,-1.77
2015-06-16T16:00:00Z,-0.86,-0.86,-1.30,-0.86,-1.43,-1.43,-1.47
2015-06-16T17:00:00Z,-0.26,-0.26,-0.43,-0.26,-0.69,-0.69,-0.85
2015-06-16T18:00:00Z,-0.01,-0.02,-0.10,-0.01,-0.29,-0.29,-0.60
2015-06-16T19:00:00Z,0.20,0.18,0.02,0.00,0.04,0.00,-0.40
2015-06-16T20:00:00Z,0.19,0.16,0.05,0.00,0.16,0.00,-0.41
2015-06-16T21:00:00Z,0.15,0.13,0.03,0.00,0.15,0.00,-0.43
2015-06-16T22:00:00Z,0.11,0.10,0.03,0.00,0.11,0.00,-0.48
2015-06-16T23:00:00Z,0.06,0.05,0.02,0.00,0.06,0.00,-0.53
2015-06-17T00:00:00Z,0.04,0.04,0.02,0.00,0.04,0.00,-0.55
2015-06-17T01:00:00Z,0.04,0.03,0.02,0.00,0.04,0.04,-0.55
2015-06-17T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.56
2015-06-17T03:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.58
2015-06-17T04:00:00Z,-0.08,-0.02,-0.03,-0.08,-0.09,-0.09,-0.70
2015-06-17T05:00:00Z,-0.20,-0.17,-0.20,-0.20,-0.21,-0.21,-0.79
2015-06-17T06:00:00Z,-0.29,-0.27,-0.30,-0.29,-0.37,-0.37,-0.88
2015-06-17T07:00:00Z,-0.58,-0.56,-0.65,-0.31,-0.78,-0.78,-1.19
2015-06-17T08:00:00Z,-0.47,-0.47,-0.74,-0.31,-0.91,-0.89,-1.08
2015-06-17T09:00:00Z,-0.53,-0.53,-0.82,-0.31,-1.16,-0.89,-1.14
2015-06-17T10:00:00Z,-0.35,-0.35,-0.56,-0.31,-0.91,-0.89,-0.96
2015-06-17T11:00:00Z,-0.41,-0.41,-0.65,-0.31,-0.94,-0.89,-1.02
2015-06-17T12:00:00Z,-0.31,-0.31,-0.50,-0.31,-0.91,-0.89,-0.89
2015-06-17T13:00:00Z,-0.25,-0.25,-0.41,-0.25,-0.84,-0.84,-0.85
2015-06-17T14:00:00Z,-0.03,-0.03,-0.09,-0.03,-0.54,-0.54,-0.65
2015-06-17T15:00:00Z,-0.01,-0.01,-0.05,-0.01,-0.46,-0.46,-0.61
2015-06-17T16:00:00Z,-0.03,-0.03,-0.07,-0.01,-0.60,-0.60,-0.61
2015-06-17T17:00:00Z,0.04,0.04,-0.02,0.00,-0.38,-0.38,-0.51
2015-06-17T18:00:00Z,0.02,0.01,-0.08,0.00,-0.34,-0.34,-0.59
2015-06-17T19:00:00Z,0.21,0.19,0.05,0.00,0.14,0.00,-0.42
2015-06-17T20:00:00Z,0.19,0.16,0.05,0.00,0.10,0.00,-0.44
2015-06-17T21:00:00Z,0.13,0.11,0.03,0.00,0.03,0.00,-0.50
2015-06-17T22:00:00Z,0.10,0.09,0.03,0.00,-0.01,-0.01,-0.54
2015-06-17T23:00:00Z,0.06,0.05,0.02,0.00,-0.06,-0.06,-0.56
2015-06-18T00:00:00Z,0.04,0.03,0.02,0.00,-0.04,-0.04,-0.61
2015-06-18T01:00:00Z,0.03,0.03,0.02,0.00,-0.05,-0.05,-0.63
2015-06-18T02:00:00Z,0.03,0.03,0.02,0.00,-0.06,-0.06,-0.61
2015-06-18T03:00:00Z,0.03,0.03,0.02,0.00,-0.03,-0.03,-0.61
2015-06-18T04:00:00Z,-0.02,0.01,0.00,-0.02,-0.09,-0.09,-0.66
2015-06-18T05:00:00Z,-0.10,-0.08,-0.10,-0.10,-0.17,-0.17,-0.75
2015-06-18T06:00:00Z,-0.53,-0.47,-0.51,-0.53,-0.61,-0.61,-1.19
2015-06-18T07:00:00Z,-0.69,-0.66,-0.76,-0.69,-0.99,-0.99,-1.33
2015-06-18T08:00:00Z,-0.37,-0.37,-0.59,-0.37,-0.70,-0.70,-1.02
2015-06-18T09:00:00Z,-0.21,-0.21,-0.37,-0.21,-0.64,-0.64,-0.87
2015-06-18T10:00:00Z,-0.69,-0.69,-1.04,-0.69,-0.96,-0.96,-1.35
2015-06-18T11:00:00Z,-1.29,-1.28,-1.91,-0.99,-1.87,-1.87,-1.93
2015-06-18T12:00:00Z,-1.46,-1.46,-2.18,-0.99,-2.06,-2.06,-2.12
2015-06-18T13:00:00Z,-1.28,-1.28,-1.92,-0.99,-1.84,-1.84,-1.95
2015-06-18T14:00:00Z,-0.58,-0.58,-0.89,-0.58,-1.21,-1.21,-1.16
2015-06-18T15:00:00Z,-0.87,-0.87,-1.31,-0.87,-1.71,-1.71,-1.47
2015-06-18T16:00:00Z,-0.29,-0.29,-0.46,-0.29,-1.16,-1.16,-0.89
2015-06-18T17:00:00Z,0.03,0.03,-0.05,0.00,-0.78,-0.78,-0.55
2015-06-18T18:00:00Z,0.06,0.06,-0.05,0.00,-0.52,-0.52,-0.52
2015-06-18T19:00:00Z,0.23,0.20,0.05,0.00,-0.28,-0.28,-0.37
2015-06-18T20:00:00Z,0.21,0.18,0.05,0.00,-0.04,-0.04,-0.37
2015-06-18T21:00:00Z,0.14,0.12,0.03,0.00,-0.04,-0.04,-0.45
2015-06-18T22:00:00Z,0.11,0.10,0.03,0.00,-0.09,-0.09,-0.48
2015-06-18T23:00:00Z,0.07,0.06,0.02,0.00,-0.08,-0.08,-0.52
2015-06-19T00:00:00Z,0.04,0.04,0.02,0.00,-0.08,-0.08,-0.57
2015-06-19T01:00:00Z,0.04,0.03,0.02,0.00,-0.13,-0.13,-0.56
2015-06-19T02:00:00Z,0.03,0.03,0.02,0.00,-0.24,-0.24,-0.60
2015-06-19T03:00:00Z,0.03,0.03,0.02,0.00,-0.19,-0.19,-0.57
2015-06-19T04:00:00Z,0.00,0.02,0.01,0.00,-0.21,-0.21,-0.61
2015-06-19T05:00:00Z,-0.11,-0.07,-0.09,-0.11,-0.39,-0.39,-0.72
2015-06-19T06:00:00Z,-0.03,-0.02,-0.05,-0.03,-0.46,-0.46,-0.63
2015-06-19T07:00:00Z,-0.28,-0.25,-0.36,-0.28,-0.66,-0.66,-0.88
2015-06-19T08:00:00Z,-0.63,-0.59,-0.69,-0.63,-1.07,-1.07,-1.24
2015-06-19T09:00:00Z,-0.97,-0.94,-0.99,-0.93,-1.57,-1.57,-1.59
2015-06-19T10:00:00Z,-0.99,-0.99,-1.48,-0.93,-1.57,-1.57,-1.61
2015-06-19T11:00:00Z,-1.79,-1.78,-2.64,-0.93,-2.30,-2.20,-2.41
2015-06-19T12:00:00Z,-0.63,-0.63,-0.96,-0.63,-1.07,-1.07,-1.24
2015-06-19T13:00:00Z,-1.09,-1.09,-1.62,-0.93,-1.65,-1.65,-1.68
2015-06-19T14:00:00Z,-0.61,-0.60,-0.92,-0.61,-1.14,-1.14,-1.19
2015-06-19T15:00:00Z,-0.95,-0.95,-1.41,-0.93,-1.48,-1.48,-1.61
2015-06-19T16:00:00Z,-0.35,-0.35,-0.55,-0.35,-0.86,-0.86,-0.99
2015-06-19T17:00:00Z,-0.24,-0.24,-0.40,-0.24,-0.76,-0.76,-0.88
2015-06-19T18:00:00Z,-0.02,-0.02,-0.12,-0.02,-0.39,-0.39,-0.66
2015-06-19T19:00:00Z,0.23,0.21,0.04,0.00,-0.06,-0.06,-0.38
2015-06-19T20:00:00Z,0.23,0.20,0.05,0.00,0.06,0.00,-0.36
2015-06-19T21:00:00Z,0.15,0.13,0.03,0.00,-0.06,-0.02,-0.44
2015-06-19T22:00:00Z,0.12,0.10,0.03,0.00,0.05,0.00,-0.48
2015-06-19T23:00:00Z,0.06,0.05,0.02,0.00,-0.03,-0.02,-0.53
2015-06-20T00:00:00Z,0.04,0.03,0.02,0.00,-0.02,-0.02,-0.56
2015-06-20T01:00:00Z,0.04,0.03,0.02,0.00,-0.01,-0.01,-0.56
2015-06-20T02:00:00Z,0.03,0.03,0.02,0.00,0.00,0.00,-0.56
2015-06-20T03:00:00Z,0.03,0.03,0.02,0.00,0.01,0.00,-0.57
2015-06-20T04:00:00Z,-0.09,-0.04,-0.06,-0.09,-0.09,-0.09,-0.68
2015-06-20T05:00:00Z,-0.19,-0.16,-0.19,-0.19,-0.22,-0.22,-0.78
2015-06-20T06:00:00Z,-0.62,-0.58,-0.61,-0.62,-0.69,-0.69,-1.23
2015-06-20T07:00:00Z,-1.04,-1.02,-1.11,-0.93,-1.26,-1.26,-1.66
2015-06-20T08:00:00Z,-1.30,-1.29,-1.95,-0.93,-1.56,-1.56,-1.90
2015-06-20T09:00:00Z,-1.32,-1.32,-2.02,-0.93,-1.69,-1.69,-1.94
2015-06-20T10:00:00Z,-1.05,-1.05,-1.65,-0.93,-1.43,-1.43,-1.67
2015-06-20T11:00:00Z,-1.01,-1.01,-1.56,-0.93,-1.38,-1.38,-1.64
2015-06-20T12:00:00Z,-1.08,-1.08,-1.70,-0.93,-1.53,-1.53,-1.73
2015-06-20T13:00:00Z,-1.21,-1.21,-1.82,-0.93,-1.61,-1.61,-1.81
2015-06-20T14:00:00Z,-0.87,-0.87,-1.33,-0.87,-1.24,-1.24,-1.46
2015-06-20T15:00:00Z,-0.85,-0.85,-1.29,-0.85,-1.21,-1.21,-1.46
2015-06-20T16:00:00Z,-0.59,-0.59,-0.92,-0.59,-0.95,-0.95,-1.18
2015-06-20T17:00:00Z,-0.08,-0.08,-0.17,-0.08,-0.46,-0.46,-0.66
2015-06-20T18:00:00Z,0.09,0.09,0.00,0.00,-0.18,-0.18,-0.51
2015-06-20T19:00:00Z,0.21,0.18,0.05,0.00,0.08,0.00,-0.43
2015-06-20T20:00:00Z,0.16,0.14,0.04,0.00,0.09,0.00,-0.48
2015-06-20T21:00:00Z,0.12,0.10,0.03,0.00,0.09,0.00,-0.51
2015-06-20T22:00:00Z,0.09,0.08,0.03,0.00,0.09,0.00,-0.54
2015-06-20T23:00:00Z,0.06,0.05,0.02,0.00,0.04,0.00,-0.58
2015-06-21T00:00:00Z,0.04,0.03,0.02,0.00,0.02,0.00,-0.60
2015-06-21T01:00:00Z,0.04,0.03,0.02,0.00,0.01,0.00,-0.60
2015-06-21T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.00,-0.62
2015-06-21T03:00:00Z,0.03,0.03,0.02,0.00,0.03,0.00,-0.61
2015-06-21T04:00:00Z,-0.01,0.02,0.00,-0.01,-0.02,-0.02,-0.64
2015-06-21T05:00:00Z,-0.14,-0.10,-0.13,-0.14,-0.14,-0.14,-0.77
2015-06-21T06:00:00Z,-0.66,-0.62,-0.65,-0.66,-0.66,-0.66,-1.31
2015-06-21T07:00:00Z,-0.79,-0.78,-1.10,-0.79,-0.80,-0.80,-1.39
2015-06-21T08:00:00Z,-0.88,-0.87,-1.35,-0.88,-0.89,-0.89,-1.47
2015-06-21T09:00:00Z,-0.34,-0.34,-0.60,-0.34,-0.38,-0.38,-0.94
2015-06-21T10:00:00Z,-1.25,-1.25,-1.92,-0.99,-1.32,-1.32,-1.85
2015-06-21T11:00:00Z,-0.83,-0.83,-1.29,-0.83,-0.91,-0.91,-1.44
2015-06-21T12:00:00Z,-0.55,-0.55,-0.92,-0.55,-0.61,-0.61,-1.16
2015-06-21T13:00:00Z,-1.83,-1.82,-2.73,-0.99,-1.92,-1.38,-2.43
2015-06-21T14:00:00Z,-1.35,-1.35,-2.04,-0.99,-1.46,-1.38,-1.96
2015-06-21T15:00:00Z,-0.45,-0.45,-0.73,-0.45,-0.60,-0.60,-1.06
2015-06-21T16:00:00Z,-0.12,-0.12,-0.23,-0.12,-0.37,-0.37,-0.72
2015-06-21T17:00:00Z,0.03,0.02,-0.04,0.00,-0.12,-0.12,-0.56
2015-06-21T18:00:00Z,0.07,0.06,0.00,0.00,-0.02,-0.02,-0.52
2015-06-21T19:00:00Z,0.12,0.11,0.02,0.00,0.11,0.00,-0.49
2015-06-21T20:00:00Z,0.16,0.14,0.05,0.00,0.13,0.00,-0.46
2015-06-21T21:00:00Z,0.11,0.09,0.03,0.00,0.10,0.00,-0.49
2015-06-21T22:00:00Z,0.10,0.09,0.03,0.00,0.09,0.00,-0.49
2015-06-21T23:00:00Z,0.06,0.06,0.02,0.00,0.02,0.00,-0.55
2015-06-22T00:00:00Z,0.04,0.04,0.02,0.00,0.03,0.00,-0.56
2015-06-22T01:00:00Z,0.04,0.03,0.02,0.00,-0.07,0.00,-0.57
2015-06-22T02:00:00Z,0.03,0.03,0.02,0.00,-0.09,0.00,-0.59
2015-06-22T03:00:00Z,0.03,0.03,0.02,0.00,0.02,0.00,-0.61
2015-06-22T04:00:00Z,-0.05,-0.01,-0.03,-0.05,-0.06,-0.06,-0.66
2015-06-22T05:00:00Z,-0.16,-0.14,-0.16,-0.16,-0.18,-0.18,-0.78
2015-06-22T06:00:00Z,-0.47,-0.44,-0.47,-0.47,-0.50,-0.50,-1.10
2015-06-22T07:00:00Z,-1.07,-1.04,-1.13,-1.07,-1.16,-1.16,-1.68
2015-06-22T08:00:00Z,-1.05,-1.05,-1.60,-1.05,-1.14,-1.14,-1.64
2015-06-22T09:00:00Z,-1.09,-1.09,-1.64,-1.09,-1.18,-1.18,-1.69
2015-06-22T10:00:00Z,-1.75,-1.74,-2.59,-1.40,-1.89,-1.72,-2.35
2015-06-22T11:00:00Z,-1.55,-1.55,-2.31,-1.40,-1.64,-1.64,-2.20
2015-06-22T12:00:00Z,-1.21,-1.21,-1.82,-1.21,-1.32,-1.32,-1.86
2015-06-22T13:00:00Z,-1.33,-1.33,-1.98,-1.33,-1.40,-1.40,-1.98
2015-06-22T14:00:00Z,-0.64,-0.64,-0.97,-0.64,-0.75,-0.75,-1.29
2015-06-22T15:00:00Z,-0.95,-0.95,-1.43,-0.95,-1.08,-1.08,-1.57
2015-06-22T16:00:00Z,-0.30,-0.30,-0.46,-0.30,-0.35,-0.35,-0.89
2015-06-22T17:00:00Z,-0.18,-0.18,-0.29,-0.18,-0.21,-0.21,-0.76
2015-06-22T18:00:00Z,-0.04,-0.04,-0.12,-0.04,-0.05,-0.05,-0.65
2015-06-22T19:00:00Z,0.18,0.16,0.05,0.00,0.17,0.00,-0.43
2015-06-22T20:00:00Z,0.18,0.15,0.05,0.00,0.18,0.00,-0.46
2015-06-22T21:00:00Z,0.13,0.11,0.03,0.00,0.13,0.00,-0.50
2015-06-22T22:00:00Z,0.11,0.10,0.03,0.00,0.11,0.11,-0.50
2015-06-22T23:00:00Z,0.06,0.05,0.02,0.00,0.06,0.06,-0.56
2015-06-23T00:00:00Z,0.04,0.04,0.02,0.00,0.04,0.04,-0.59
2015-06-23T01:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.60
2015-06-23T02:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.58
2015-06-23T03:00:00Z,0.03,0.03,0.02,0.00,0.03,0.03,-0.62
2015-06-23T04:00:00Z,-0.09,-0.04,-0.05,-0.09,-0.09,-0.09,-0.73
2015-06-23T05:00:00Z,-0.18,-0.15,-0.18,-0.18,-0.18,-0.18,-0.80
2015-06-23T06:00:00Z,-0.24,-0.22,-0.25,-0.24,-0.24,-0.24,-0.87
2015-06-23T07:00:00Z,-1.06,-1.04,-1.20,-1.06,-1.08,-1.08,-1.70
2015-06-23T08:00:00Z,-1.40,-1.39,-2.10,-1.22,-1.46,-1.46,-2.05
2015-06-23T09:00:00Z,-1.31,-1.31,-1.97,-1.22,-1.38,-1.38,-1.95
2015-06-23T10:00:00Z,-0.66,-0.66,-1.01,-0.66,-0.74,-0.74,-1.29
2015-06-23T11:00:00Z,-0.30,-0.30,-0.48,-0.30,-0.34,-0.34,-0.95
2015-06-23T12:00:00Z,-1.63,-1.63,-2.43,-1.22,-1.72,-1.52,-2.28
2015-06-23T13:00:00Z,-0.74,-0.74,-1.13,-0.74,-0.87,-0.87,-1.38
2015-06-23T14:00:00Z,-1.88,-1.88,-2.78,-1.22,-2.07,-1.52,-2.52
2015-06-23T15:00:00Z,-1.39,-1.39,-2.06,-1.22,-1.65,-1.52,-2.01
2015-06-23T16:00:00Z,-0.74,-0.74,-1.11,-0.74,-1.11,-1.11,-1.38
2015-06-23T17:00:00Z,-0.36,-0.36,-0.56,-0.36,-0.76,-0.76,-0.97
2015-06-23T18:00:00Z,-0.02,-0.02,-0.10,-0.02,-0.42,-0.42,-0.66
2015-06-23T19:00:00Z,0.20,0.18,0.05,0.00,-0.22,-0.22,-0.41
2015-06-23T20:00:00Z,0.21,0.18,0.05,0.00,-0.15,-0.15,-0.38
2015-06-23T21:00:00Z,0.14,0.12,0.03,0.00,-0.12,-0.12,-0.45
2015-06-23T22:00:00Z,0.12,0.11,0.03,0.00,-0.12,-0.12,-0.52
2015-06-23T23:00:00Z,0.07,0.06,0.02,0.00,-0.14,-0.14,-0.57
2015-06-24T00:00:00Z,0.04,0.04,0.02,0.00,-0.16,-0.16,-0.56
2015-06-24T01:00:00Z,0.03,0.03,0.02,0.00,-0.32,-0.32,-0.56
2015-06-24T02:00:00Z,0.03,0.03,0.02,0.00,-0.19,-0.19,-0.58
2015-06-24T03:00:00Z,0.03,0.03,0.02,0.00,-0.27,-0.27,-0.59
2015-06-24T04:00:00Z,-0.02,0.01,0.00,-0.02,-0.32,-0.32,-0.64
2015-06-24T05:00:00Z,-0.05,-0.02,-0.05,-0.05,-0.31,-0.31,-0.67
2015-06-24T06:00:00Z,-0.26,-0.22,-0.26,-0.16,-0.53,-0.53,-0.89
2015-06-24T07:00:00Z,-0.05,-0.05,-0.16,-0.05,-0.52,-0.52,-0.67
2015-06-24T08:00:00Z,-0.44,-0.41,-0.50,-0.16,-1.08,-1.08,-1.08
2015-06-24T09:00:00Z,-0.23,-0.22,-0.27,-0.16,-1.02,-1.02,-0.78
2015-06-24T10:00:00Z,-0.54,-0.52,-0.57,-0.16,-1.33,-1.33,-1.09
2015-06-24T11:00:00Z,-0.40,-0.39,-0.62,-0.16,-1.27,-1.27,-0.96
2015-06-24T12:00:00Z,-0.20,-0.20,-0.35,-0.16,-0.86,-0.86,-0.76
2015-06-24T13:00:00Z,-0.16,-0.16,-0.29,-0.16,-0.48,-0.48,-0.74
2015-06-24T14:00:00Z,-0.26,-0.26,-0.42,-0.16,-0.54,-0.54,-0.84
2015-06-24T15:00:00Z,-0.15,-0.15,-0.26,-0.15,-0.39,-0.39,-0.71
2015-06-24T16:00:00Z,-0.07,-0.07,-0.15,-0.07,-0.27,-0.27,-0.60
2015-06-24T17:00:00Z,-0.09,-0.09,-0.18,-0.09,-0.25,-0.25,-0.64
2015-06-24T18:00:00Z,0.04,0.04,-0.05,0.00,-0.07,-0.07,-0.53
2015-06-24T19:00:00Z,0.22,0.19,0.05,0.00,0.14,0.00,-0.35
2015-06-24T20:00:00Z,0.20,0.17,0.05,0.00,0.15,0.00,-0.34
2015-06-24T21:00:00Z,0.13,0.11,0.03,0.00,0.08,0.00,-0.42
2015-06-24T22:00:00Z,0.11,0.09,0.03,0.00,0.07,0.00,-0.45
2015-06-24T23:00:00Z,0.06,0.06,0.02,0.00,0.05,0.00,-0.51
2015-06-25T00:00:00Z,0.04,0.04,0.02,0.00,0.03,0.00,-0.54
2015-06-25T01:00:00Z,0.04,0.03,0.02,0.00,0.00,0.00,-0.52
2015-06-25T02:00:00Z,0.03,0.03,0.02,0.00,0.02,0.00,-0.51
2015-06-25T03:00:00Z,0.03,0.03,0.02,0.00,0.03,0.00,-0.54
2015-06-25T04:00:00Z,-0.04,0.00,-0.01,-0.04,-0.04,-0.04,-0.60
2015-06-25T05:00:00Z,-0.11,-0.08,-0.10,-0.11,-0.11,-0.11,-0.65
