timeindex,A,B,C,D,E,F,G
2015-01-01T00:00:00Z,0.02,0.02,0.02,0.00,-0.28,-0.28,-0.72
2015-01-01T01:00:00Z,0.03,0.03,0.02,0.00,-0.26,-0.26,-0.70
2015-01-01T02:00:00Z,0.03,0.03,0.02,0.00,-0.35,-0.35,-0.70
2015-01-01T03:00:00Z,0.03,0.03,0.02,0.00,-0.22,-0.22,-0.69
2015-01-01T04:00:00Z,0.04,0.03,0.02,0.00,-0.39,-0.39,-0.70
2015-01-01T05:00:00Z,0.05,0.04,0.02,0.00,-0.53,-0.53,-0.69
2015-01-01T06:00:00Z,0.06,0.05,0.02,0.00,-0.50,-0.50,-0.68
2015-01-01T07:00:00Z,0.17,0.14,0.03,0.00,-0.43,-0.43,-0.56
2015-01-01T08:00:00Z,0.11,0.14,0.04,0.00,-0.39,-0.39,-0.62
2015-01-01T09:00:00Z,-0.16,-0.14,-0.25,-0.15,-0.79,-0.79,-0.89
2015-01-01T10:00:00Z,-0.2214493,-0.21,-0.33,-0.15,-0.99,-0.99,-0.96
2015-01-01T11:00:00Z,-0.35,-0.34,-0.45,-0.15,-1.07,-1.07,-1.07
2015-01-01T12:00:00Z,-0.55,-0.54,-0.89,-0.15,-1.37,-1.37,-1.29
2015-01-01T13:00:00Z,0.09,0.08,-0.06,0.00,-0.74,-0.74,-0.69
2015-01-01T14:00:00Z,0.01,0.01,-0.11,0.00,-0.82,-0.82,-0.77
2015-01-01T15:00:00Z,0.01,0.01,-0.07,0.00,-0.83,-0.83,-0.72
2015-01-01T16:00:00Z,0.12,0.10,0.04,0.00,-0.67,-0.67,-0.61
2015-01-01T17:00:00Z,0.15,0.13,0.04,0.00,-0.73,-0.73,-0.57
2015-01-01T18:00:00Z,0.16,0.14,0.05,0.00,-0.77,-0.77,-0.57
2015-01-01T19:00:00Z,0.23,0.20,0.07,0.00,-0.75,-0.75,-0.49
2015-01-01T20:00:00Z,0.18,0.16,0.06,0.00,-0.78,-0.78,-0.55
2015-01-01T21:00:00Z,0.14,0.12,0.04,0.00,-0.82,-0.82,-0.59
2015-01-01T22:00:00Z,0.11,0.10,0.03,0.00,-0.87,-0.87,-0.63
2015-01-01T23:00:00Z,0.07,0.06,0.03,0.00,-0.91,-0.91,-0.67
2015-01-02T00:00:00Z,0.04,0.04,0.02,0.00,-0.93,-0.93,-0.69
2015-01-02T01:00:00Z,0.04,0.03,0.02,0.00,-0.96,-0.96,-0.71
2015-01-02T02:00:00Z,0.03,0.03,0.02,0.00,-0.97,-0.97,-0.70
2015-01-02T03:00:00Z,0.03,0.03,0.02,0.00,-0.97,-0.97,-0.69
2015-01-02T04:00:00Z,0.04,0.03,0.02,0.00,-0.97,-0.97,-0.70
2015-01-02T05:00:00Z,0.05,0.04,0.02,0.00,-0.95,-0.95,-0.69
2015-01-02T06:00:00Z,0.07,0.06,0.02,0.00,-0.93,-0.93,-0.67
2015-01-02T07:00:00Z,0.16,0.13,0.03,0.00,-0.79,-0.79,-0.58
2015-01-02T08:00:00Z,-0.02,0.04,-0.08,0.00,-0.98,-0.98,-0.76
2015-01-02T09:00:00Z,-0.03,0.04,-0.07,0.00,-1.01,-1.01,-0.77
2015-01-02T10:00:00Z,-0.15,-0.12,-0.21,0.00,-1.15,-1.15,-0.87
2015-01-02T11:00:00Z,-0.27,-0.25,-0.32,0.00,-1.26,-1.26,-0.99
2015-01-02T12:00:00Z,-0.13,-0.12,-0.22,0.00,-1.13,-1.13,-0.85
2015-01-02T13:00:00Z,-0.23,-0.22,-0.29,0.00,-1.22,-1.22,-0.96
2015-01-02T14:00:00Z,-0.09,-0.09,-0.15,0.00,-1.07,-1.07,-0.82
2015-01-02T15:00:00Z,0.03,0.03,-0.02,0.00,-0.95,-0.95,-0.70
2015-01-02T16:00:00Z,0.12,0.10,0.03,0.00,-0.86,-0.86,-0.62
2015-01-02T17:00:00Z,0.13,0.11,0.04,0.00,-0.84,-0.84,-0.61
2015-01-02T18:00:00Z,0.15,0.14,0.05,0.00,-0.82,-0.82,-0.58
2015-01-02T19:00:00Z,0.21,0.19,0.08,0.00,-0.62,-0.62,-0.51
2015-01-02T20:00:00Z,0.17,0.15,0.07,0.00,-0.70,-0.70,-0.57
2015-01-02T21:00:00Z,0.14,0.13,0.04,0.00,-0.80,-0.80,-0.59
2015-01-02T22:00:00Z,0.11,0.10,0.03,0.00,-0.88,-0.88,-0.63
2015-01-02T23:00:00Z,0.07,0.06,0.03,0.07,-0.85,-0.85,-0.66
2015-01-03T00:00:00Z,0.04,0.04,0.04,0.04,-0.83,-0.83,-0.69
2015-01-03T01:00:00Z,0.04,0.04,0.04,0.04,-0.89,-0.89,-0.70
2015-01-03T02:00:00Z,0.04,0.03,0.03,0.04,-0.87,-0.87,-0.69
2015-01-03T03:00:00Z,0.03,0.03,0.03,0.03,-0.68,-0.68,-0.69
2015-01-03T04:00:00Z,0.04,0.03,0.03,0.04,-0.82,-0.82,-0.70
2015-01-03T05:00:00Z,0.05,0.04,0.04,0.05,-0.89,-0.89,-0.69
2015-01-03T06:00:00Z,0.06,0.06,0.06,0.06,-0.80,-0.80,-0.68
2015-01-03T07:00:00Z,0.19,0.16,0.16,0.19,-0.67,-0.67,-0.55
2015-01-03T08:00:00Z,0.17,0.18,0.16,0.17,-0.74,-0.74,-0.56
2015-01-03T09:00:00Z,0.16,0.18,0.16,0.16,-0.66,-0.66,-0.59
2015-01-03T10:00:00Z,-0.03,0.02,-0.08,0.00,-0.89,-0.89,-0.78
2015-01-03T11:00:00Z,-0.18,-0.14,-0.22,0.00,-0.82,-0.82,-0.92
2015-01-03T12:00:00Z,-0.65,-0.59,-0.78,0.00,-0.96,-0.96,-1.40
2015-01-03T13:00:00Z,-0.70,-0.66,-0.75,0.00,-1.07,-1.07,-1.45
2015-01-03T14:00:00Z,-0.10,-0.10,-0.18,0.00,-0.36,-0.36,-0.90
2015-01-03T15:00:00Z,0.09,0.08,0.01,0.00,-0.13,-0.13,-0.67
2015-01-03T16:00:00Z,0.10,0.08,0.02,0.00,-0.18,-0.18,-0.65
2015-01-03T17:00:00Z,0.11,0.09,0.03,0.00,-0.13,-0.13,-0.64
2015-01-03T18:00:00Z,0.15,0.13,0.04,0.00,-0.24,-0.24,-0.61
2015-01-03T19:00:00Z,0.20,0.18,0.07,0.00,-0.29,-0.29,-0.53
2015-01-03T20:00:00Z,0.16,0.14,0.06,0.00,-0.36,-0.36,-0.60
2015-01-03T21:00:00Z,0.13,0.12,0.04,0.00,-0.55,-0.55,-0.62
2015-01-03T22:00:00Z,0.11,0.10,0.03,0.00,-0.52,-0.52,-0.63
2015-01-03T23:00:00Z,0.06,0.06,0.03,0.00,-0.44,-0.44,-0.68
2015-01-04T00:00:00Z,0.04,0.04,0.04,0.00,-0.28,-0.28,-0.70
2015-01-04T01:00:00Z,0.04,0.03,0.03,0.00,-0.08,-0.08,-0.71
2015-01-04T02:00:00Z,0.03,0.03,0.03,0.00,-0.07,-0.07,-0.75
2015-01-04T03:00:00Z,0.03,0.03,0.03,0.00,-0.08,-0.08,-0.73
2015-01-04T04:00:00Z,0.04,0.03,0.03,0.00,-0.08,-0.08,-0.71
2015-01-04T05:00:00Z,0.05,0.04,0.04,0.00,-0.14,-0.14,-0.69
2015-01-04T06:00:00Z,0.07,0.06,0.06,0.07,-0.35,-0.35,-0.71
2015-01-04T07:00:00Z,0.17,0.15,0.15,0.17,-0.05,-0.05,-0.61
2015-01-04T08:00:00Z,-0.02,0.04,-0.07,-0.02,-0.30,-0.30,-0.76
2015-01-04T09:00:00Z,-0.67,-0.57,-0.73,-0.28,-0.91,-0.91,-1.41
2015-01-04T10:00:00Z,-1.05,-0.99,-1.13,-0.28,-1.37,-1.37,-1.77
2015-01-04T11:00:00Z,-1.01,-0.97,-1.09,-0.28,-1.45,-1.45,-1.79
2015-01-04T12:00:00Z,-0.61,-0.61,-0.85,-0.28,-1.22,-1.22,-1.37
2015-01-04T13:00:00Z,-0.61,-0.61,-0.99,-0.28,-1.10,-1.10,-1.38
2015-01-04T14:00:00Z,-0.46,-0.45,-0.75,-0.28,-0.79,-0.79,-1.22
2015-01-04T15:00:00Z,-0.05,-0.05,-0.18,-0.05,-0.26,-0.26,-0.82
2015-01-04T16:00:00Z,0.14,0.12,0.04,0.00,-0.11,-0.11,-0.63
2015-01-04T17:00:00Z,0.13,0.11,0.04,0.00,0.01,0.00,-0.64
2015-01-04T18:00:00Z,0.14,0.12,0.05,0.00,-0.05,-0.05,-0.63
2015-01-04T19:00:00Z,0.22,0.19,0.07,0.00,0.14,0.00,-0.57
2015-01-04T20:00:00Z,0.20,0.17,0.07,0.00,0.08,0.00,-0.59
2015-01-04T21:00:00Z,0.15,0.13,0.04,0.00,0.00,0.00,-0.65
2015-01-04T22:00:00Z,0.10,0.09,0.03,0.00,-0.05,-0.05,-0.69
2015-01-04T23:00:00Z,0.06,0.06,0.03,0.00,-0.14,-0.14,-0.73
2015-01-05T00:00:00Z,0.04,0.04,0.02,0.00,-0.23,-0.23,-0.75
2015-01-05T01:00:00Z,0.04,0.03,0.02,0.00,-0.35,-0.27,-0.75
2015-01-05T02:00:00Z,0.03,0.03,0.02,0.00,-0.34,-0.27,-0.76
2015-01-05T03:00:00Z,0.03,0.03,0.02,0.00,-0.34,-0.27,-0.76
2015-01-05T04:00:00Z,0.04,0.03,0.02,0.00,-0.17,-0.17,-0.76
2015-01-05T05:00:00Z,0.05,0.05,0.02,0.00,-0.21,-0.21,-0.72
2015-01-05T06:00:00Z,0.06,0.06,0.02,0.00,-0.15,-0.15,-0.71
2015-01-05T07:00:00Z,0.18,0.15,0.03,0.00,0.02,0.00,-0.59
2015-01-05T08:00:00Z,0.16,0.17,0.06,0.00,-0.02,-0.02,-0.60
2015-01-05T09:00:00Z,0.00,0.06,0.01,0.00,-0.11,-0.11,-0.77
2015-01-05T10:00:00Z,-0.70,-0.60,-0.64,-0.10,-0.86,-0.86,-1.47
2015-01-05T11:00:00Z,-0.51,-0.46,-0.50,-0.10,-0.66,-0.66,-1.28
2015-01-05T12:00:00Z,-0.83,-0.79,-0.85,-0.10,-0.94,-0.93,-1.60
2015-01-05T13:00:00Z,-0.52,-0.51,-0.55,-0.10,-0.63,-0.63,-1.29
2015-01-05T14:00:00Z,-0.52,-0.51,-0.79,-0.10,-0.55,-0.55,-1.28
2015-01-05T15:00:00Z,-0.17,-0.17,-0.29,-0.10,-0.18,-0.18,-0.95
2015-01-05T16:00:00Z,0.08,0.07,0.04,0.00,0.07,0.00,-0.69
2015-01-05T17:00:00Z,0.11,0.10,0.04,0.00,0.11,0.00,-0.65
2015-01-05T18:00:00Z,0.14,0.12,0.05,0.00,0.13,0.00,-0.66
2015-01-05T19:00:00Z,0.22,0.19,0.07,0.00,0.21,0.00,-0.55
2015-01-05T20:00:00Z,0.18,0.16,0.06,0.00,0.17,0.17,-0.60
2015-01-05T21:00:00Z,0.15,0.13,0.04,0.00,0.03,0.03,-0.64
2015-01-05T22:00:00Z,0.11,0.09,0.03,0.00,0.02,0.00,-0.68
2015-01-05T23:00:00Z,0.06,0.06,0.03,0.00,0.00,0.00,-0.72
2015-01-06T00:00:00Z,0.04,0.04,0.02,0.00,-0.03,0.00,-0.74
2015-01-06T01:00:00Z,0.04,0.03,0.02,0.00,-0.01,0.00,-0.74
2015-01-06T02:00:00Z,0.03,0.03,0.02,0.00,-0.01,0.00,-0.73
2015-01-06T03:00:00Z,0.04,0.03,0.02,0.00,-0.02,0.00,-0.73
2015-01-06T04:00:00Z,0.04,0.03,0.02,0.00,-0.06,0.00,-0.74
2015-01-06T05:00:00Z,0.05,0.04,0.02,0.00,-0.02,0.00,-0.72
2015-01-06T06:00:00Z,0.06,0.06,0.02,0.00,0.02,0.00,-0.71
2015-01-06T07:00:00Z,0.18,0.15,0.03,0.00,0.13,0.00,-0.60
2015-01-06T08:00:00Z,0.16,0.17,0.06,0.00,0.10,0.10,-0.61
2015-01-06T09:00:00Z,-0.08,-0.01,-0.06,0.00,-0.17,-0.17,-0.86
2015-01-06T10:00:00Z,-0.29,-0.23,-0.28,0.00,-0.38,-0.31,-1.07
2015-01-06T11:00:00Z,-0.41,-0.38,-0.42,0.00,-0.53,-0.31,-1.21
2015-01-06T12:00:00Z,-0.28,-0.27,-0.33,0.00,-0.43,-0.31,-1.08
2015-01-06T13:00:00Z,-0.29,-0.27,-0.33,0.00,-0.45,-0.31,-1.08
2015-01-06T14:00:00Z,-0.08,-0.08,-0.13,0.00,-0.32,-0.31,-0.87
2015-01-06T15:00:00Z,-0.14,-0.13,-0.18,0.00,-0.35,-0.31,-0.93
2015-01-06T16:00:00Z,0.09,0.08,0.04,0.00,0.03,0.00,-0.70
2015-01-06T17:00:00Z,0.13,0.11,0.05,0.00,0.10,0.00,-0.66
2015-01-06T18:00:00Z,0.16,0.14,0.06,0.00,0.06,0.00,-0.64
2015-01-06T19:00:00Z,0.24,0.21,0.07,0.00,0.13,0.00,-0.54
2015-01-06T20:00:00Z,0.21,0.18,0.07,0.00,0.01,0.00,-0.56
2015-01-06T21:00:00Z,0.15,0.13,0.04,0.00,-0.06,-0.05,-0.62
2015-01-06T22:00:00Z,0.12,0.10,0.03,0.00,-0.07,-0.05,-0.66
2015-01-06T23:00:00Z,0.07,0.06,0.03,0.00,-0.10,-0.05,-0.70
2015-01-07T00:00:00Z,0.04,0.04,0.02,0.00,-0.08,-0.05,-0.73
2015-01-07T01:00:00Z,0.04,0.03,0.02,0.00,-0.18,-0.05,-0.74
2015-01-07T02:00:00Z,0.03,0.03,0.02,0.00,-0.05,-0.05,-0.74
2015-01-07T03:00:00Z,0.03,0.03,0.02,0.00,-0.13,-0.05,-0.74
2015-01-07T04:00:00Z,0.04,0.03,0.02,0.00,-0.08,-0.05,-0.73
2015-01-07T05:00:00Z,0.05,0.04,0.02,0.00,-0.06,-0.05,-0.72
2015-01-07T06:00:00Z,0.06,0.06,0.02,0.00,-0.05,-0.05,-0.71
2015-01-07T07:00:00Z,0.18,0.16,0.04,0.18,0.09,0.00,-0.59
2015-01-07T08:00:00Z,0.17,0.18,0.06,0.17,0.11,0.00,-0.60
2015-01-07T09:00:00Z,-0.10,-0.02,-0.07,0.00,-0.12,-0.12,-0.87
2015-01-07T10:00:00Z,-0.31,-0.25,-0.30,0.00,-0.42,-0.42,-1.10
2015-01-07T11:00:00Z,-0.44,-0.41,-0.45,0.00,-0.60,-0.60,-1.22
2015-01-07T12:00:00Z,-0.47,-0.44,-0.51,0.00,-0.66,-0.66,-1.24
2015-01-07T13:00:00Z,-0.10,-0.09,-0.14,0.00,-0.37,-0.37,-0.87
2015-01-07T14:00:00Z,-0.15,-0.14,-0.18,0.00,-0.42,-0.42,-0.92
2015-01-07T15:00:00Z,0.05,0.04,0.00,0.00,-0.17,-0.17,-0.73
2015-01-07T16:00:00Z,0.09,0.08,0.04,0.00,-0.17,-0.17,-0.68
2015-01-07T17:00:00Z,0.12,0.10,0.05,0.00,-0.27,-0.27,-0.65
2015-01-07T18:00:00Z,0.18,0.16,0.06,0.00,-0.46,-0.46,-0.59
2015-01-07T19:00:00Z,0.27,0.24,0.08,0.00,-0.48,-0.48,-0.49
2015-01-07T20:00:00Z,0.23,0.21,0.07,0.00,-0.64,-0.64,-0.54
2015-01-07T21:00:00Z,0.17,0.15,0.05,0.00,-0.71,-0.71,-0.60
2015-01-07T22:00:00Z,0.13,0.11,0.03,0.13,-0.73,-0.73,-0.64
2015-01-07T23:00:00Z,0.06,0.06,0.06,0.06,-0.88,-0.88,-0.71
2015-01-08T00:00:00Z,0.04,0.04,0.04,0.04,-0.94,-0.94,-0.73
2015-01-08T01:00:00Z,0.04,0.03,0.03,0.04,-0.94,-0.94,-0.76
2015-01-08T02:00:00Z,0.03,0.03,0.03,0.03,-0.94,-0.94,-0.75
2015-01-08T03:00:00Z,0.03,0.03,0.03,0.03,-0.94,-0.94,-0.76
2015-01-08T04:00:00Z,0.04,0.03,0.03,0.04,-0.95,-0.95,-0.75
2015-01-08T05:00:00Z,0.05,0.04,0.04,0.05,-0.92,-0.92,-0.74
2015-01-08T06:00:00Z,0.07,0.06,0.06,0.07,-0.88,-0.88,-0.72
2015-01-08T07:00:00Z,0.16,0.15,0.15,0.16,-0.72,-0.72,-0.62
2015-01-08T08:00:00Z,-0.16,-0.08,-0.18,-0.16,-0.95,-0.95,-0.95
2015-01-08T09:00:00Z,-0.59,-0.49,-0.55,-0.50,-1.47,-1.47,-1.38
2015-01-08T10:00:00Z,-0.88,-0.83,-0.87,-0.50,-1.57,-1.57,-1.67
2015-01-08T11:00:00Z,-1.55,-1.50,-1.56,-0.55,-2.27,-2.12,-2.34
2015-01-08T12:00:00Z,-1.44,-1.42,-2.14,-0.50,-2.26,-2.12,-2.22
2015-01-08T13:00:00Z,-0.61,-0.61,-0.94,-0.50,-1.12,-1.12,-1.39
2015-01-08T14:00:00Z,-0.07,-0.07,-0.15,-0.07,-0.35,-0.35,-0.86
2015-01-08T15:00:00Z,0.04,0.04,0.00,0.00,-0.17,-0.17,-0.73
2015-01-08T16:00:00Z,0.08,0.08,0.04,0.00,-0.03,-0.03,-0.71
2015-01-08T17:00:00Z,0.13,0.11,0.04,0.00,0.01,0.00,-0.66
2015-01-08T18:00:00Z,0.20,0.17,0.05,0.00,0.01,0.00,-0.59
2015-01-08T19:00:00Z,0.30,0.26,0.07,0.00,0.10,0.00,-0.49
2015-01-08T20:00:00Z,0.23,0.20,0.06,0.00,-0.04,-0.04,-0.55
2015-01-08T21:00:00Z,0.17,0.15,0.04,0.00,-0.19,-0.19,-0.62
2015-01-08T22:00:00Z,0.12,0.10,0.03,0.00,-0.13,-0.13,-0.67
2015-01-08T23:00:00Z,0.06,0.06,0.03,0.00,-0.27,-0.27,-0.72
2015-01-09T00:00:00Z,0.04,0.04,0.02,0.00,-0.23,-0.23,-0.75
2015-01-09T01:00:00Z,0.04,0.03,0.02,0.00,-0.33,-0.33,-0.75
2015-01-09T02:00:00Z,0.04,0.03,0.02,0.00,-0.28,-0.28,-0.73
2015-01-09T03:00:00Z,0.03,0.03,0.02,0.00,-0.40,-0.40,-0.74
2015-01-09T04:00:00Z,0.03,0.03,0.02,0.00,-0.72,-0.72,-0.74
2015-01-09T05:00:00Z,0.05,0.04,0.02,0.00,-0.77,-0.77,-0.72
2015-01-09T06:00:00Z,0.06,0.06,0.02,0.00,-0.94,-0.94,-0.71
2015-01-09T07:00:00Z,0.18,0.15,0.03,0.00,-0.83,-0.83,-0.59
2015-01-09T08:00:00Z,0.13,0.15,0.03,0.00,-0.88,-0.88,-0.64
2015-01-09T09:00:00Z,-0.07,0.00,-0.07,0.00,-1.07,-1.07,-0.84
2015-01-09T10:00:00Z,-0.51,-0.43,-0.47,0.00,-1.51,-1.51,-1.28
2015-01-09T11:00:00Z,-0.68,-0.64,-0.66,0.00,-1.68,-1.57,-1.46
2015-01-09T12:00:00Z,-0.61,-0.58,-0.64,0.00,-1.61,-1.57,-1.38
2015-01-09T13:00:00Z,-0.50,-0.49,-0.53,0.00,-1.50,-1.50,-1.28
2015-01-09T14:00:00Z,-0.13,-0.13,-0.17,0.00,-1.14,-1.14,-0.90
2015-01-09T15:00:00Z,0.04,0.04,0.01,0.00,-0.96,-0.96,-0.73
2015-01-09T16:00:00Z,0.07,0.07,0.03,0.00,-0.93,-0.93,-0.70
2015-01-09T17:00:00Z,0.10,0.09,0.04,0.00,-0.87,-0.87,-0.66
2015-01-09T18:00:00Z,0.15,0.13,0.05,0.00,-0.83,-0.83,-0.62
2015-01-09T19:00:00Z,0.28,0.24,0.07,0.00,-0.68,-0.68,-0.50
2015-01-09T20:00:00Z,0.20,0.18,0.06,0.00,-0.57,-0.57,-0.57
2015-01-09T21:00:00Z,0.15,0.13,0.04,0.00,-0.50,-0.50,-0.62
2015-01-09T22:00:00Z,0.13,0.11,0.03,0.00,-0.60,-0.60,-0.64
2015-01-09T23:00:00Z,0.07,0.06,0.03,0.00,-0.33,-0.33,-0.71
2015-01-10T00:00:00Z,0.04,0.04,0.02,0.00,-0.05,-0.05,-0.74
2015-01-10T01:00:00Z,0.04,0.04,0.02,0.00,-0.04,-0.04,-0.74
2015-01-10T02:00:00Z,0.04,0.03,0.02,0.00,-0.23,-0.23,-0.74
2015-01-10T03:00:00Z,0.03,0.03,0.02,0.00,-0.24,-0.24,-0.74
2015-01-10T04:00:00Z,0.04,0.03,0.02,0.00,-0.74,-0.74,-0.74
2015-01-10T05:00:00Z,0.05,0.04,0.02,0.00,-0.92,-0.92,-0.73
2015-01-10T06:00:00Z,0.07,0.06,0.02,0.00,-0.91,-0.91,-0.70
2015-01-10T07:00:00Z,0.16,0.14,0.03,0.00,-0.84,-0.84,-0.61
2015-01-10T08:00:00Z,0.08,0.12,0.01,0.00,-0.92,-0.92,-0.70
2015-01-10T09:00:00Z,0.13,0.17,0.01,0.00,-0.87,-0.87,-0.65
2015-01-10T10:00:00Z,0.07,0.08,-0.05,0.00,-0.93,-0.93,-0.71
2015-01-10T11:00:00Z,-0.25,-0.20,-0.35,0.00,-1.25,-1.25,-1.04
2015-01-10T12:00:00Z,-0.30,-0.26,-0.49,0.00,-1.30,-1.30,-1.08
2015-01-10T13:00:00Z,-0.03,-0.03,-0.15,0.00,-1.03,-1.03,-0.81
2015-01-10T14:00:00Z,-0.41,-0.39,-0.50,0.00,-1.42,-1.42,-1.21
2015-01-10T15:00:00Z,-0.17,-0.17,-0.31,0.00,-1.18,-1.18,-0.97
2015-01-10T16:00:00Z,0.16,0.14,0.02,0.00,-0.85,-0.85,-0.65
2015-01-10T17:00:00Z,0.15,0.13,0.03,0.00,-0.85,-0.85,-0.65
2015-01-10T18:00:00Z,0.18,0.16,0.05,0.00,-0.82,-0.82,-0.61
2015-01-10T19:00:00Z,0.28,0.25,0.25,0.00,-0.72,-0.72,-0.54
2015-01-10T20:00:00Z,0.22,0.20,0.20,0.22,-0.78,-0.78,-0.58
2015-01-10T21:00:00Z,0.16,0.15,0.15,0.16,-0.84,-0.84,-0.63
2015-01-10T22:00:00Z,0.11,0.10,0.10,0.11,-0.90,-0.90,-0.70
2015-01-10T23:00:00Z,0.06,0.06,0.06,0.06,-0.94,-0.94,-0.75
2015-01-11T00:00:00Z,0.04,0.04,0.04,0.04,-0.96,-0.96,-0.76
2015-01-11T01:00:00Z,0.04,0.03,0.03,0.04,-0.96,-0.96,-0.78
2015-01-11T02:00:00Z,0.03,0.03,0.03,0.03,-0.97,-0.97,-0.76
2015-01-11T03:00:00Z,0.03,0.03,0.03,0.03,-0.96,-0.96,-0.77
2015-01-11T04:00:00Z,0.04,0.03,0.03,0.04,-0.96,-0.96,-0.78
2015-01-11T05:00:00Z,0.05,0.05,0.05,0.05,-0.93,-0.93,-0.75
2015-01-11T06:00:00Z,0.07,0.06,0.06,0.07,-0.90,-0.90,-0.75
2015-01-11T07:00:00Z,0.17,0.15,0.15,0.17,-0.83,-0.83,-0.63
2015-01-11T08:00:00Z,0.21,0.20,0.19,0.21,-0.72,-0.72,-0.59
2015-01-11T09:00:00Z,0.21,0.23,0.20,0.21,-0.73,-0.73,-0.58
2015-01-11T10:00:00Z,-0.02,0.04,-0.09,0.00,-0.98,-0.98,-0.82
2015-01-11T11:00:00Z,-0.30,-0.23,-0.35,0.00,-1.27,-1.27,-1.10
2015-01-11T12:00:00Z,0.00,0.02,-0.16,0.00,-1.00,-1.00,-0.79
2015-01-11T13:00:00Z,0.07,0.07,-0.03,0.00,-0.87,-0.87,-0.71
2015-01-11T14:00:00Z,0.06,0.06,0.02,0.00,-0.90,-0.90,-0.74
2015-01-11T15:00:00Z,0.12,0.11,0.10,0.00,-0.87,-0.87,-0.68
2015-01-11T16:00:00Z,0.12,0.11,0.11,0.12,-0.89,-0.89,-0.66
2015-01-11T17:00:00Z,0.11,0.10,0.10,0.11,-0.83,-0.83,-0.67
2015-01-11T18:00:00Z,0.13,0.12,0.12,0.13,-0.78,-0.78,-0.65
2015-01-11T19:00:00Z,0.20,0.18,0.18,0.20,-0.38,-0.38,-0.58
2015-01-11T20:00:00Z,0.17,0.16,0.16,0.17,-0.58,-0.58,-0.61
2015-01-11T21:00:00Z,0.14,0.13,0.13,0.14,-0.42,-0.42,-0.64
2015-01-11T22:00:00Z,0.11,0.10,0.10,0.11,-0.31,-0.31,-0.66
2015-01-11T23:00:00Z,0.07,0.06,0.06,0.07,-0.39,-0.39,-0.71
2015-01-12T00:00:00Z,0.04,0.04,0.04,0.04,-0.29,-0.29,-0.74
2015-01-12T01:00:00Z,0.04,0.04,0.04,0.04,-0.56,-0.56,-0.75
2015-01-12T02:00:00Z,0.03,0.03,0.03,0.03,-0.59,-0.59,-0.75
2015-01-12T03:00:00Z,0.03,0.03,0.03,0.03,-0.67,-0.67,-0.75
2015-01-12T04:00:00Z,0.04,0.03,0.03,0.04,-0.72,-0.72,-0.76
2015-01-12T05:00:00Z,0.05,0.04,0.04,0.05,-0.90,-0.90,-0.76
2015-01-12T06:00:00Z,0.07,0.06,0.06,0.07,-0.89,-0.89,-0.74
2015-01-12T07:00:00Z,0.18,0.17,0.16,0.18,-0.80,-0.80,-0.62
2015-01-12T08:00:00Z,0.18,0.18,0.17,0.18,-0.82,-0.82,-0.62
2015-01-12T09:00:00Z,0.07,0.11,0.06,0.07,-0.92,-0.92,-0.74
2015-01-12T10:00:00Z,-0.34,-0.25,-0.31,0.00,-1.33,-1.33,-1.16
2015-01-12T11:00:00Z,-0.34,-0.29,-0.33,0.00,-1.34,-1.34,-1.17
2015-01-12T12:00:00Z,-0.14,-0.13,-0.18,0.00,-1.14,-1.14,-0.97
2015-01-12T13:00:00Z,-0.06,-0.05,-0.09,0.00,-1.06,-1.06,-0.86
2015-01-12T14:00:00Z,0.06,0.06,0.01,0.00,-0.94,-0.94,-0.76
2015-01-12T15:00:00Z,0.09,0.08,0.04,0.00,-0.90,-0.90,-0.70
2015-01-12T16:00:00Z,0.08,0.07,0.04,0.00,-0.91,-0.91,-0.69
2015-01-12T17:00:00Z,0.11,0.10,0.04,0.00,-0.87,-0.87,-0.66
2015-01-12T18:00:00Z,0.15,0.13,0.06,0.00,-0.78,-0.78,-0.62
2015-01-12T19:00:00Z,0.24,0.21,0.08,0.00,-0.68,-0.68,-0.53
2015-01-12T20:00:00Z,0.19,0.17,0.17,0.19,-0.41,-0.41,-0.58
2015-01-12T21:00:00Z,0.15,0.14,0.14,0.15,-0.21,-0.21,-0.62
2015-01-12T22:00:00Z,0.12,0.11,0.11,0.12,-0.26,-0.26,-0.65
2015-01-12T23:00:00Z,0.06,0.06,0.06,0.06,-0.21,-0.21,-0.71
2015-01-13T00:00:00Z,0.04,0.04,0.04,0.04,-0.12,-0.12,-0.74
2015-01-13T01:00:00Z,0.04,0.04,0.04,0.04,-0.10,-0.10,-0.74
2015-01-13T02:00:00Z,0.03,0.03,0.03,0.03,-0.08,-0.08,-0.74
2015-01-13T03:00:00Z,0.03,0.03,0.03,0.03,-0.21,-0.21,-0.75
2015-01-13T04:00:00Z,0.04,0.03,0.03,0.04,-0.20,-0.20,-0.75
2015-01-13T05:00:00Z,0.05,0.05,0.05,0.05,-0.10,-0.10,-0.74
2015-01-13T06:00:00Z,0.06,0.06,0.06,0.06,0.05,0.00,-0.73
2015-01-13T07:00:00Z,0.17,0.16,0.16,0.17,0.16,0.00,-0.63
2015-01-13T08:00:00Z,0.15,0.17,0.14,0.15,0.09,0.00,-0.64
2015-01-13T09:00:00Z,-0.15,-0.07,-0.12,0.00,-0.92,-0.92,-0.94
2015-01-13T10:00:00Z,-0.38,-0.31,-0.38,0.00,-1.35,-1.16,-1.15
2015-01-13T11:00:00Z,-0.35,-0.32,-0.40,0.00,-1.30,-1.16,-1.12
